HIP,RAICRS,DEICRS,Plx,e_Plx,Vmag,B-V,SpType,pmRA,pmDE
23653,76.25252482,-54.40741679,4.66,0.57,6.26,1.554,M2III,-0.01,6.54
23654,76.25428680,2.64547610,4.38,1.43,8.64,0.035,A0,2.39,-2.67
23655,76.25946615,43.31331929,16.10,1.86,9.51,0.610,G0,-79.48,-207.02
23656,76.26163406,22.27599714,3.44,2.37,10.69,0.734,G0,38.51,15.75
23657,76.26458237,41.28864610,0.02,1.21,8.83,-0.022,B5V SB,-2.30,-2.09
23658,76.26665069,58.31996467,5.58,1.50,9.86,0.435,F8,15.16,-38.79
23659,76.26732193,-1.31134495,3.73,1.38,9.09,0.015,B9,1.63,-2.31
23660,76.27547914,-60.13662729,1.11,1.03,10.04,0.025,A0V,8.61,-0.33
23661,76.27633933,-3.67012006,3.96,1.08,8.41,0.163,A1V,9.79,-13.54
23662,76.27709995,6.13023779,16.69,1.12,7.69,0.509,G0,49.05,-4.87
23663,76.27771367,-68.08644223,2.02,0.60,7.86,-0.029,A0V,6.68,3.93
23664,76.27994708,39.27887198,4.74,1.27,8.93,0.210,A0,-2.39,-3.45
23665,76.30090812,-66.73682541,2.56,1.10,10.30,0.105,A0Ia,0.38,1.41
23666,76.30436886,8.94214960,3.63,0.99,7.45,-0.029,B9,0.01,-5.23
23667,76.31147494,-31.19722020,3.44,1.00,8.77,0.211,A3III,5.76,7.11
23668,76.31745462,-26.15223983,13.58,0.64,5.71,1.166,K2III,10.48,-62.10
23669,76.31901024,15.23991372,1.81,1.17,7.69,0.204,A0p,10.25,-5.79
23670,76.32064253,-25.50716390,2.16,1.00,8.27,1.023,G6IV,48.67,-1.56
23671,76.32210162,-21.25844955,2.50,1.01,7.83,0.019,A0V,-5.04,-16.13
23672,76.32862753,-56.78149686,8.43,0.69,8.06,0.368,F2IV,-11.31,-8.78
23673,76.33383009,7.56250212,3.73,0.93,7.59,-0.050,B9,1.75,-3.16
23674,76.33434059,13.00103471,5.52,1.39,8.70,0.258,A0,-2.03,-5.02
23675,76.34026063,34.27129494,8.09,1.26,8.43,0.340,F0,22.26,-34.08
23676,76.34153460,-44.96314571,8.64,1.01,9.28,0.793,G6/G8V,58.88,-44.44
23677,76.34328994,62.14800660,1.24,1.04,8.88,0.129,A0,0.38,-3.36
23678,76.34561388,-51.43390063,12.85,0.68,8.67,0.640,G2V,-42.94,145.32
23679,76.34791612,-57.19499114,1.23,0.67,7.63,1.649,M2III,10.32,-15.76
23680,76.34880992,1.17763581,4.66,1.44,6.10,3.332,N5,3.88,-3.81
23681,76.35164295,4.58170132,0.61,1.06,8.54,0.009,A0,7.05,1.42
23682,76.35569117,45.05818074,2.68,1.18,8.27,0.193,B5III,1.51,-1.53
23683,76.35981406,7.95003576,4.40,1.17,8.10,1.000,K0,4.08,-4.82
23684,76.36371278,46.91638827,4.64,0.94,6.60,0.888,F8,-4.36,-3.99
23685,76.36521705,-22.37085673,14.39,0.68,3.19,1.460,K4III,19.27,-72.35
23686,76.36601930,-33.81242864,21.18,1.66,9.71,0.991,K2/K3V,21.72,-125.54
23687,76.36739053,-23.64808806,1.12,1.15,8.29,1.309,K1III,-7.88,-10.06
23688,76.36863304,40.25749696,8.32,1.52,9.65,0.441,F8,308.31,-71.10
23689,76.37108638,-9.82658000,2.84,1.11,8.32,0.126,A0,-3.86,11.35
23690,76.37337179,-42.12441587,2.86,0.84,8.98,1.035,K1III,11.12,-9.72
23691,76.37387086,-47.88965599,2.69,1.28,11.00,0.110,A0V...,63.09,-135.11
23692,76.37752362,52.83131630,14.53,3.09,11.86,-0.340,DAw...,6.46,-90.70
23693,76.37787652,-57.47298928,85.83,0.46,4.71,0.526,F7V,-31.87,117.42
23694,76.37813786,52.81038575,21.85,2.06,10.02,1.040,K4,14.06,-93.63
23695,76.38377776,19.80675325,7.03,1.22,6.48,0.219,A5m,-10.61,-12.36
23696,76.38444638,-52.86864417,3.03,1.22,10.54,0.604,,2.06,-14.52
23697,76.39092594,-23.29573406,3.07,1.16,8.57,0.520,F5V,24.31,1.28
23698,76.39369661,-21.42038105,1.49,1.27,8.40,1.254,K0III,6.24,3.56
23699,76.40715609,23.06106903,4.02,1.21,6.69,0.081,B5,-1.12,-7.98
23700,76.41085167,1.45859619,2.67,1.71,9.53,0.838,G0III,2.51,-3.47
23701,76.41806930,6.46516704,13.78,2.08,9.86,0.947,K2,66.03,4.23
23702,76.42175787,15.09985799,4.58,2.64,10.78,0.601,F8,-2.83,-21.50
23703,76.42579165,30.66938490,7.23,1.33,9.38,0.417,F5,-11.42,-27.66
23704,76.42927595,-9.43046876,10.28,1.26,8.24,0.492,F5,12.62,2.57
23705,76.43600488,-32.59882852,2.52,1.08,8.90,1.101,K1III,-0.77,0.74
23706,76.44509508,-6.80182739,1.65,1.19,8.17,1.871,K,10.91,17.66
23708,76.44753216,-57.55412256,86.76,0.89,8.98,1.386,K7V,-32.02,118.83
23707,76.44773720,17.38102694,5.02,1.66,9.06,0.459,G0,-7.95,-68.22
23709,76.45508256,35.84607610,16.80,0.88,7.31,0.453,F5,25.76,-9.23
23710,76.45563154,13.28630833,13.18,1.23,7.86,0.844,K0,55.60,-103.29
23711,76.45906028,-27.52247158,5.29,1.36,9.51,0.470,F3/F5IV/V,21.50,6.76
23712,76.47255738,26.42995756,4.49,1.00,6.60,0.113,B5,-0.43,-10.23
23713,76.47440433,-44.77885861,3.56,0.66,7.55,0.938,G8III,-2.32,-4.46
23714,76.47753364,1.85221614,5.10,1.12,8.16,0.023,B8V,-1.26,1.20
23715,76.47843128,50.04605622,1.40,0.90,7.32,0.024,B9,2.72,-14.14
23716,76.47992642,-13.91387490,21.24,1.45,7.87,1.000,K0V,87.61,51.84
23718,76.48128611,-67.88637029,-1.02,0.84,9.13,0.191,A3:Ia0e:,1.04,0.47
23717,76.48148599,-48.67806163,2.10,0.76,8.26,1.538,M0III,6.36,12.74
23720,76.48939378,-33.11280152,1.64,1.02,9.02,1.177,K0,0.65,0.08
23719,76.48953169,-73.59444401,15.73,0.68,8.25,0.592,G1V,-27.97,149.54
23722,76.49842748,-27.57573950,3.86,1.21,9.24,0.142,A1V,15.10,25.03
23721,76.49858107,28.12143314,5.37,1.60,9.93,0.541,G0,0.57,-32.54
23723,76.49941428,5.65316941,2.00,1.40,8.41,1.614,K5,-1.86,-2.45
23724,76.50387497,35.93641980,12.14,0.93,6.49,0.184,A5V,-17.02,-13.03
23726,76.51169640,42.83707068,5.23,1.43,8.51,1.230,K0III,7.78,-45.81
23725,76.51173964,-37.96253576,3.16,0.84,8.68,1.225,K1/K2III,6.96,1.16
23727,76.51339636,80.24784849,0.28,1.37,10.23,0.293,A5V comp,-3.56,2.46
23728,76.52184913,3.78849889,2.08,0.95,7.43,1.127,K0,15.11,-7.90
23729,76.52252369,48.65972039,4.72,1.12,7.99,0.034,A0,-2.00,-9.24
23730,76.52528407,68.97261893,11.01,0.67,6.68,0.391,F2,-10.38,-18.39
23731,76.52916976,-41.44148202,0.35,0.94,9.03,0.986,K0III,-1.21,-1.22
23732,76.53317495,-58.19902484,2.16,0.69,8.09,1.427,K3III,4.02,13.32
23733,76.53480098,33.91872848,6.38,0.93,7.05,-0.050,B9p,10.23,-17.20
23734,76.53524887,58.97239085,4.86,0.75,5.22,-0.080,B2.5Ve,-6.16,-7.67
23735,76.53618946,-13.64999452,6.11,1.10,8.65,0.512,F3/F5V,22.89,6.52
23736,76.53666398,-20.88631760,1.84,1.24,8.67,0.962,G8IV,-9.53,7.46
23737,76.53858384,-73.03782413,7.70,0.48,6.26,0.010,A0V,17.48,62.26
23738,76.53990659,-26.48838834,3.47,0.87,8.05,1.043,K1III,-8.36,10.20
23739,76.54168921,76.82376831,10.97,0.76,8.09,0.542,F5,61.97,51.58
23740,76.54247780,-1.24391109,5.65,1.08,7.59,0.959,G5,-3.57,-14.19
23741,76.54612696,-10.42199502,9.18,0.96,7.47,0.422,F5,-27.18,-46.25
23742,76.54717332,-62.79031867,16.73,0.59,7.72,0.491,F6/F7V,-32.42,305.69
23743,76.55058067,59.02140336,5.22,0.92,6.08,1.112,K0III,-1.83,-26.15
23744,76.55366887,29.76502064,6.14,1.18,8.36,0.388,F0,11.50,-34.67
23745,76.55451814,-3.48491548,4.04,0.92,7.64,0.008,B8V,13.07,-13.07
23746,76.55977854,65.82152254,6.31,1.00,9.16,0.322,A2,-8.25,-2.99
23747,76.56466593,49.97484698,13.26,0.94,7.61,0.481,F5,25.22,-88.67
23748,76.56871633,56.61269520,5.30,1.06,8.80,0.268,A3,8.14,-26.36
23749,76.56945703,-61.58687674,2.76,0.95,9.30,0.980,K0III,10.06,21.63
23750,76.57479047,17.81649215,18.78,1.40,8.82,0.730,K0,64.38,-31.98
23751,76.57847864,48.56066013,1.84,1.37,8.92,0.112,B9,1.10,0.14
23752,76.57873547,2.95392497,8.56,5.52,9.18,0.493,F0V,-2.46,-16.52
23753,76.59207971,54.40518250,5.10,0.91,7.17,1.023,G5,-0.42,1.06
23755,76.59230142,-14.69658834,1.97,0.77,7.12,-0.095,B8II,3.17,4.33
23754,76.59263937,68.26859500,4.26,0.97,8.71,0.248,A0,11.47,-27.22
23756,76.59407152,-35.02699041,4.86,0.71,8.05,0.404,F2IV,-22.51,7.46
23757,76.59545645,2.67327405,6.81,1.23,7.49,-0.100,B8V,2.13,-4.54
23758,76.59668317,-7.73239302,2.38,1.21,9.03,0.039,A0,-1.68,0.02
23759,76.60044101,-6.31397163,1.69,1.35,9.21,0.321,A2,-2.67,-5.53
23760,76.60078578,37.20376306,3.17,1.33,8.90,1.088,G5,-17.81,-20.26
23761,76.60224476,-56.23146021,1.23,0.81,8.45,1.495,M4III,5.66,6.13
23762,76.61245590,40.03751758,7.37,1.39,7.95,0.118,A0,-7.06,-17.01
23763,76.61383105,-60.85381697,3.27,1.24,9.27,0.000,A1V,-2.80,18.08
23766,76.62356728,61.16994070,5.79,0.83,6.00,1.380,K5II,41.94,-75.92
23764,76.62409920,40.61419709,8.43,1.01,8.40,0.533,F5,-29.29,-52.02
23765,76.62437788,35.56252798,12.44,1.08,7.79,0.705,G0,17.58,-6.87
23767,76.62862102,41.23464074,14.87,0.74,3.18,-0.148,B3V,30.60,-68.41
23768,76.63183414,55.35354137,-0.33,0.95,7.58,0.953,G5,3.92,-4.03
23769,76.63218409,74.09208980,3.63,0.81,8.00,1.079,K0,-0.77,-8.54
23771,76.63334655,-28.56026164,0.66,1.37,9.52,0.687,F3V,24.70,-13.86
23770,76.63345930,10.64372657,2.14,1.08,8.23,0.059,B9,1.94,-3.35
23773,76.64068810,-20.59838732,7.55,1.14,8.64,0.291,F0V,-14.85,0.15
23772,76.64068972,26.49557115,12.00,1.87,8.91,0.721,G0,21.74,-35.01
23774,76.64289123,38.52225509,1.29,1.02,7.74,0.116,B2IV,-2.07,-3.22
23775,76.64336887,-62.38553113,2.96,0.84,8.92,1.202,K1III,20.93,11.35
23776,76.64710323,-77.56645217,27.38,0.82,7.32,0.652,G5V,142.42,-418.36
23777,76.65304818,-13.12265846,8.98,0.73,6.04,-0.030,B9.5/A0IV,20.17,14.81
23778,76.65367936,44.73185543,8.78,1.05,7.52,0.135,A4V,5.20,-17.85
23779,76.65652398,-57.55232833,1.48,0.91,8.99,0.885,G6w...,-5.79,-4.59
23780,76.65819806,-41.76879286,3.66,0.74,8.46,0.116,A2V,4.82,10.89
23781,76.65999986,-63.14861294,6.86,0.62,7.93,0.309,F0IV/V,13.05,-6.00
23782,76.66196819,-65.37630975,4.25,0.68,7.82,1.214,K2III/IVCN.,-3.96,49.74
23783,76.66940952,51.59814314,38.14,0.79,4.98,0.343,F0V,-29.31,-173.95
23784,76.67052974,22.51077311,3.72,1.00,7.13,0.145,B9,2.83,-7.34
23785,76.67468131,-50.94144181,9.46,0.72,8.39,0.467,F5V,-1.49,15.26
23786,76.67519780,14.44681583,41.70,1.14,7.74,0.804,K0V,282.67,-239.14
23787,76.67567502,51.72812410,2.23,1.45,9.40,,K0,32.74,-1.66
23788,76.67761153,53.50321787,2.58,1.12,8.66,0.128,B9,-0.89,-8.66
23789,76.67951832,14.08507264,16.90,1.25,7.30,0.559,F8,-15.21,-121.23
23790,76.68075300,-4.49521436,2.44,1.04,7.86,1.500,K5,9.12,-0.52
23791,76.68357715,-14.44456650,2.12,1.18,9.32,0.068,A0V,24.02,2.49
23792,76.68599280,-59.87787502,1.80,0.67,7.31,1.286,K1III,3.30,11.13
23793,76.68760360,-59.05114755,4.66,0.92,9.38,0.446,F8III,58.68,77.85
23794,76.69019503,-4.65516319,11.65,0.73,5.12,-0.059,B9.5V,10.05,0.00
23795,76.69090304,6.42166683,13.11,1.09,8.01,0.523,G0,-44.69,-6.05
23796,76.69308696,24.70542607,6.12,2.03,10.57,0.716,G0,-3.58,-4.22
23797,76.69703882,34.53549855,13.16,1.00,7.70,0.427,F5,22.53,-11.34
23798,76.70291267,0.67756725,4.27,1.19,8.19,0.954,G5,8.85,-8.65
23799,76.70649417,43.17470862,3.79,1.01,6.20,0.444,F2IIp...,-3.97,-1.64
23800,76.71660636,-37.18710622,1.98,0.81,8.27,1.005,K0III,17.21,-2.83
23801,76.71804118,-41.15604520,8.82,0.90,9.21,0.603,F8/G0V,86.22,-70.83
23802,76.73071555,-5.16555869,13.45,0.90,7.30,0.549,F5,62.08,-25.58
23803,76.73321009,78.00519180,3.81,0.90,8.46,0.918,F5,6.53,-24.53
23804,76.73836215,11.83041852,2.05,1.58,9.10,0.110,A2,-3.27,-3.46
23805,76.74524760,-28.65590355,6.48,2.10,9.74,0.420,F2/F3V,17.92,-16.17
23806,76.74971487,-20.11504017,9.59,0.99,8.36,0.455,F5V,43.03,-20.15
23807,76.75583023,16.82755891,11.26,2.03,8.46,0.488,F8,51.76,-55.69
23808,76.75808145,-52.40078072,5.89,0.78,8.91,0.853,G8IV/V,112.61,-28.87
23809,76.75874729,-0.79229788,9.47,2.36,10.35,0.585,F8,21.99,-42.58
23811,76.75935089,51.70626180,2.55,1.04,8.00,1.590,K5,-4.19,-7.21
23810,76.75953015,16.82060038,12.34,8.20,10.30,0.821,,55.12,-55.52
23812,76.76614190,-55.78099891,1.81,0.81,8.57,1.367,K3III,9.77,-1.79
23813,76.76825418,59.33299655,3.76,1.06,8.18,0.200,A0,14.45,-24.83
23814,76.77144702,26.99593292,4.38,1.05,7.64,0.852,G,3.40,-6.06
23815,76.77570085,-37.70045558,1.00,0.88,8.61,1.788,M2/M3III:,-0.40,2.95
23816,76.78610366,-17.29952197,19.54,0.87,7.04,0.506,F7V,6.83,-164.22
23817,76.79044822,-18.30216487,6.13,1.89,9.94,0.418,F6,-4.69,-5.92
23818,76.79074687,-19.39252388,26.44,0.76,6.47,0.648,G2V,-41.74,269.68
23819,76.79946416,-3.49633415,3.71,1.07,8.30,0.131,A0V,11.06,-14.67
23820,76.80907501,-66.05512072,-2.48,1.73,11.46,0.574,F6,0.39,-0.49
23821,76.81996741,0.99099699,8.42,1.09,7.47,0.366,F0V,-53.11,16.52
23822,76.82118157,72.08567712,2.25,0.90,8.13,1.590,K2,-5.84,-1.55
23823,76.82405146,-22.64727178,1.23,1.28,8.62,1.223,K1III,4.44,-19.29
23824,76.82630615,-83.86025826,21.01,0.64,6.80,0.573,F8V,58.04,147.61
23825,76.82677728,42.09559674,2.43,1.23,8.33,-0.020,A0,0.26,-2.94
23826,76.84178596,2.44847861,5.61,3.30,8.60,0.162,B9V,-0.38,-7.61
23827,76.84254118,46.47818002,3.79,1.27,8.93,0.243,A0,3.77,-12.35
23828,76.84276371,50.30561277,2.66,0.91,7.40,0.087,B9,0.91,-0.47
23829,76.84808848,-11.87467824,3.00,0.99,8.52,0.237,A2IV/V,-4.22,-4.96
23830,76.85181106,-4.21761114,7.46,1.20,8.90,0.435,F8,-6.47,-36.74
23831,76.85367500,-12.49100914,27.60,0.67,5.97,0.606,G2V,136.07,-107.12
23832,76.85384340,-0.79936190,2.13,1.36,8.33,1.466,K0,18.09,-3.68
23833,76.85801004,-44.82172000,3.20,0.57,6.91,-0.094,B5III,6.17,12.09
23834,76.85947896,-8.65316228,3.96,0.91,7.00,-0.104,B8,-9.03,4.48
23835,76.86115023,18.64500711,63.02,0.93,4.91,0.657,G4V,536.05,18.51
23836,76.86882412,58.59278773,4.65,0.92,7.61,0.961,G8III,3.48,11.77
23837,76.87246035,-3.31136214,1.52,1.22,8.87,-0.029,B9V,3.45,-1.10
23838,76.87791322,55.54010208,7.23,1.23,7.30,0.558,F8,-16.82,-10.82
23839,76.89019466,-30.62846157,6.26,1.19,9.77,0.477,F2V,7.60,20.65
23840,76.89171306,-63.39957018,5.20,0.46,5.19,1.646,M3III,12.57,-44.74
23841,76.89289150,-54.98914329,15.05,0.61,7.33,0.490,F5V,-48.89,53.86
23842,76.89492848,-24.13252144,-1.58,1.65,9.69,1.553,M,1.76,-3.75
23843,76.89530815,2.46914730,5.35,1.30,7.61,-0.068,B8V,-1.22,-8.32
23844,76.89810823,-13.98656419,7.31,0.95,7.96,0.953,K0III,-7.60,34.80
23846,76.89956680,4.54178148,2.22,1.02,7.98,-0.036,A0,-0.15,-3.85
23847,76.90249561,15.96817197,8.17,1.88,9.59,0.516,G0,-4.78,-28.07
23845,76.90313924,-88.87031204,4.78,0.77,8.73,0.196,A1m...,6.45,13.23
23848,76.90331854,-19.03498918,1.69,1.12,8.55,1.650,K2III,1.54,12.38
23849,76.90369470,43.42102035,2.18,1.39,8.73,0.183,B9,2.34,-0.95
23850,76.90458831,32.76412756,3.63,0.89,7.45,1.375,K0,22.43,-41.25
23851,76.90869972,-33.99381330,10.19,1.07,9.13,0.535,F6V,34.91,17.25
23852,76.90965166,9.47270928,35.34,0.82,6.15,0.625,G1IV,-5.61,-382.35
23853,76.90991431,-45.57356957,1.31,0.82,8.85,1.278,K0,9.01,12.69
23854,76.91037626,23.27863761,12.65,1.86,9.09,0.512,G0,36.62,-11.76
23855,76.91065945,-28.97742904,6.25,1.06,8.23,1.042,K0III,1.76,-11.75
23857,76.91251827,-53.55747222,16.43,0.67,7.93,0.524,F7/F8V,-11.82,68.76
23856,76.91252892,-43.96991023,1.92,0.82,8.24,1.383,K3III,2.70,11.21
23858,76.91447683,12.54119924,3.53,1.19,8.18,0.778,F5,7.88,-1.68
23859,76.91872175,-25.04887817,1.30,0.94,8.23,0.927,G8III,-3.23,-7.23
23860,76.91940013,24.82571053,4.84,1.29,8.80,0.460,F8,29.86,-3.50
23861,76.92131792,-45.76677820,2.71,1.18,9.10,0.400,B9V,1.92,-6.85
23862,76.92647973,-17.28855008,5.40,0.91,7.22,1.180,K1III,5.56,-78.12
23863,76.93092877,-59.48374773,9.52,0.88,8.75,0.548,F7V,-24.54,-136.09
23864,76.93383251,-9.86484345,5.17,1.79,8.66,0.000,A0,-11.83,-3.17
23865,76.94232497,55.75919312,4.68,0.91,6.92,1.330,K0,27.03,-12.35
23866,76.94249080,10.89506754,4.61,0.90,7.04,0.056,A0,7.53,0.17
23867,76.94274703,0.25661511,6.04,1.40,9.41,0.440,F2,2.91,-22.74
23868,76.94600827,-33.86510171,1.81,4.20,12.66,,A2II,4.15,-11.08
23869,76.94798483,69.52897300,23.54,1.19,8.61,0.785,G5,52.41,-179.70
23870,76.94838826,-46.76029902,11.60,1.02,9.59,0.662,G0,1.65,-180.75
23871,76.95178565,20.41845485,18.80,0.82,5.28,0.118,A5V,-49.12,-31.33
23872,76.95568253,-43.18791303,2.51,1.44,9.48,0.459,F6V,-5.26,-12.72
23873,76.95650549,30.40148699,14.18,6.84,10.20,0.469,G5Ve(T),9.69,-21.92
23874,76.95758678,-12.59244155,4.27,0.75,6.33,1.617,M1III,-21.91,-88.90
23875,76.96264146,-5.08626282,36.71,0.76,2.78,0.161,A3IIIvar,-83.39,-75.44
23876,76.96527289,-76.43996053,10.92,0.74,9.04,0.527,F8/G0V,33.52,97.44
23877,76.96835498,54.98668814,2.36,2.24,7.95,0.132,B9,-4.96,-14.06
23878,76.96963014,39.85172985,3.80,1.19,8.38,0.013,B9,-1.18,-4.83
23879,76.97030487,8.49857348,16.84,1.32,5.33,0.338,Am,34.96,-59.49
23880,76.97290947,45.75223471,6.47,2.15,9.89,0.080,,-0.88,-4.31
23881,76.97322149,-46.26990474,10.53,0.76,8.67,0.608,F8/G0V,49.13,120.96
23882,76.97640382,-39.56353877,5.91,0.76,8.61,0.379,F2V,26.26,30.28
23883,76.98097847,21.70483596,3.16,0.81,5.84,0.168,B2Ve,1.75,-6.24
23884,76.98253929,26.32812489,28.38,1.08,7.60,0.664,G5IV,-69.17,-66.96
23885,76.98291057,76.63638376,4.15,0.82,8.34,0.380,F0,11.78,-27.71
23886,76.98358582,-62.04674560,0.36,1.12,9.00,1.116,G8/K0IIICN.,-9.32,3.50
23887,77.00109471,44.30728971,16.13,1.84,9.70,0.900,,195.38,22.78
23888,77.00142920,-20.12110758,4.01,0.82,7.32,1.093,K0III,26.51,-62.74
23889,77.00406453,-26.79735879,11.51,0.90,8.05,0.641,G3/G5V,55.61,-46.25
23890,77.00578512,-35.22337183,9.75,1.13,9.55,0.711,G6/G8V,94.41,-16.35
23891,77.01318254,73.59147832,6.49,1.20,8.08,0.400,A0,-22.43,3.95
23892,77.01547412,3.30866865,8.06,2.61,10.82,0.604,F8V,13.41,-42.05
23893,77.01559030,-6.21888607,4.51,0.96,7.44,1.130,K0,64.52,-38.75
23894,77.01616232,36.96019611,2.84,1.97,10.05,1.565,G8II-III,3.33,-3.21
23895,77.01865896,-78.76919030,2.38,0.68,8.40,1.032,K0III,-11.02,-1.91
23896,77.02084088,7.89876215,13.57,1.20,6.66,0.980,K0,-30.88,-147.74
23897,77.02400213,15.85527033,8.48,1.08,7.24,1.208,K2,15.82,-12.52
23898,77.02628275,14.53286710,3.53,1.08,7.88,1.001,G5III,-0.34,-6.46
23899,77.02658709,3.74858536,6.95,0.89,7.23,0.095,A0,-1.88,-1.11
23900,77.02759284,24.26518765,1.01,0.95,5.50,0.030,B2V...,1.74,-5.29
23901,77.02910453,-49.29719021,9.21,0.61,7.44,0.299,A1m...,31.65,20.26
23902,77.02955248,-21.47128686,8.69,1.16,8.58,0.493,F5V,-19.41,-80.31
23903,77.03103673,-0.60836163,3.49,1.73,9.09,0.343,F0V,-9.37,2.01
23904,77.03299975,37.01020464,-0.59,7.24,11.18,0.235,,16.31,-18.30
23905,77.03584432,-9.10659934,6.25,1.12,8.63,0.223,A0,-2.44,5.57
23906,77.03665774,28.37585436,6.69,1.21,8.79,0.405,F2,-4.78,-48.36
23907,77.05231478,1.14342458,4.78,1.61,9.22,1.104,G9V,-3.59,0.13
23908,77.05524386,-15.09535837,4.59,0.76,6.38,0.889,K1III + F/G,-1.82,1.87
23909,77.05811613,21.81334235,6.65,1.40,8.53,0.314,A5,0.98,-17.46
23910,77.06140470,-35.71828639,6.24,0.59,6.51,1.087,K1III,-0.53,1.33
23911,77.06475472,42.90191394,2.10,1.74,8.67,0.198,B8,1.19,-3.15
23912,77.06607942,72.94737331,5.15,0.86,8.32,0.312,F0,19.93,-24.49
23913,77.06759795,52.36758477,19.60,1.40,9.07,0.710,F5,-3.93,-6.21
23914,77.07871524,31.16760848,3.05,1.25,8.76,0.309,A3,3.59,-16.39
23915,77.08324570,-49.75489842,2.51,0.86,9.36,0.116,A2/A3III,-4.38,-2.77
23916,77.08411634,-8.66527389,4.29,0.91,5.80,-0.059,B8V,3.68,-20.78
23917,77.08481908,23.21448990,3.56,1.29,8.51,0.187,B9,-3.31,-11.75
23918,77.08706291,-4.09146115,1.86,1.03,8.66,0.171,A4V,3.23,-10.55
23919,77.08925534,-2.28961038,3.94,1.05,8.26,-0.079,B8V,1.11,1.80
23920,77.10223098,2.46232492,6.60,2.48,9.25,0.410,F2V,-21.29,17.18
23921,77.11023108,-40.91245427,1.73,0.68,8.04,-0.095,B8Vn,0.18,12.96
23922,77.11141063,55.42097829,11.91,1.59,9.35,0.607,G2V,-59.56,-381.96
23923,77.12116870,-41.21486032,8.47,11.53,10.11,0.669,G0,-64.08,276.34
23924,77.12182471,-56.98761113,3.62,2.19,8.26,0.745,G2III,-4.00,40.06
23925,77.12301681,50.76797652,1.41,1.46,9.60,0.129,A,-0.58,-3.35
23926,77.12485202,-41.21436998,17.40,0.95,6.75,0.662,G3V,-75.06,283.57
23927,77.13010524,-18.11967555,3.07,1.03,7.53,1.507,K4III,6.46,11.49
23928,77.13274434,-21.07054038,-1.53,1.53,9.55,1.641,M1,4.48,0.05
23929,77.13351636,-2.82446724,13.42,0.95,7.07,0.409,F2,-28.62,-12.38
23930,77.13870309,-3.00963740,10.43,1.03,7.24,0.560,F8V,27.62,11.50
23931,77.14320149,-17.32820400,3.57,1.15,8.55,0.521,F5/F6V,-4.42,4.82
23932,77.14473389,-18.16864510,107.30,2.00,10.28,1.520,M5,503.75,-1400.17
23933,77.14724348,28.27345830,1.14,0.91,6.96,0.537,A2,-1.38,-2.25
23934,77.15614421,1.27635444,4.65,1.26,8.71,-0.007,B9V,-3.98,-6.04
23935,77.15698276,-3.30585385,10.94,0.88,7.22,0.406,F0V,-14.16,-25.42
23936,77.16034047,-15.49072774,1.16,1.22,8.42,1.292,K0III,-8.33,-5.27
23937,77.16267574,56.09838010,2.27,1.06,8.32,0.249,A0,-5.57,-13.65
23938,77.16347325,13.96644017,10.06,1.28,8.92,0.627,G0,14.60,-29.30
23939,77.17609741,15.10384538,2.03,1.18,7.98,0.104,A0,13.33,-9.14
23940,77.17658634,-43.23562507,4.72,1.11,10.02,0.434,F3V,20.96,-35.99
23941,77.18194475,-4.45624625,39.99,0.70,5.11,0.455,F2V,55.62,16.03
23942,77.18296788,-53.23796848,1.80,0.76,8.85,1.353,K3III,10.87,14.41
23943,77.18739518,75.89309947,3.43,0.98,8.67,0.206,A0,15.83,-23.77
23944,77.19122569,57.40173363,4.13,0.92,7.79,0.110,B9,-1.60,-8.87
23945,77.19230933,11.75226475,4.80,1.02,7.25,1.354,K0,3.35,-14.14
23946,77.19423976,21.49566358,3.48,1.05,8.34,0.306,B5,2.03,-5.73
23947,77.20009626,42.57854536,2.39,1.63,8.77,1.538,M6III:,6.46,-12.04
23948,77.20344743,2.12555153,1.70,2.43,10.12,1.423,K5V,2.14,5.47
23949,77.21011988,19.85989402,5.94,0.87,6.51,0.903,G5III,6.24,-13.86
23950,77.21204806,-24.42475700,0.86,1.41,9.28,1.593,M4IIIvar,6.56,11.98
23951,77.21532880,-12.91622931,9.76,1.55,7.89,0.642,G1V,32.50,-14.00
23952,77.21538834,-22.63481965,5.27,0.99,7.96,0.404,F2/F3III,6.38,8.21
23953,77.21812605,-0.88811871,4.11,2.39,10.23,0.519,A9III,1.69,-5.65
23954,77.22478943,39.48826983,0.13,1.09,8.02,0.069,B2IV,0.92,-2.62
23955,77.22966005,-2.52131594,3.63,1.23,8.63,1.067,G9V,-9.52,-29.89
23956,77.23030197,44.11975786,4.56,1.05,7.93,0.984,G5,31.57,-15.68
23957,77.23398804,3.21878769,6.31,0.88,6.51,0.141,B8V,-6.80,-26.15
23958,77.23781102,61.66436122,5.55,1.16,8.77,0.340,A2,15.64,-16.97
23959,77.24138003,-7.16642137,2.23,1.10,8.80,0.076,B9,2.84,-10.38
23960,77.24785991,10.41580696,3.38,1.50,9.35,0.545,F5,-5.83,6.72
23961,77.25398149,6.90459594,8.90,2.63,10.75,1.100,M0,-2.06,-16.49
23962,77.26008333,12.94850486,3.35,1.39,9.29,0.461,F5,-10.48,-12.57
23963,77.26409963,20.51560198,5.12,1.28,8.41,0.378,F0,-5.54,-18.22
23964,77.26834490,49.12189299,9.37,0.93,6.64,0.190,A3,-15.45,2.61
